id,type,title,relevance,image,location_type,coordinates,price,description,capacity,occupancy
urn:ngsi-ld:PoI:862,PoI,Mirador del Cerro del Tío Pío,3,,Point,"-3.680260,40.402480",0€,"Mirador en el Cerro del Tío Pío, conocido por sus amplias vistas de la ciudad y el paisaje urbano.",524,401
urn:ngsi-ld:PoI:863,PoI,Colegio San Pedro Apóstol,3,,Point,"-3.710202,40.414978",0€,"Colegio en el barrio de Argüelles, con una sólida oferta educativa y programas de formación integral.",578,145
urn:ngsi-ld:PoI:864,PoI,Xocolatísimo,4,,Point,"-3.705843,40.416274",0€,Pastelería y chocolatería en Madrid conocida por sus productos artesanales de alta calidad.,66,28
urn:ngsi-ld:PoI:865,PoI,Colegio Santa Teresa,3,,Point,"-3.708876,40.418523",0€,"Colegio en el barrio de Vallehermoso, conocido por su enfoque académico y programas extracurriculares.",578,253
urn:ngsi-ld:PoI:866,PoI,Tasca El Cordero,4,,Point,"-3.705788,40.415217",0€,Tasca en el barrio de Lavapiés con una oferta variada de tapas y platos caseros en un ambiente familiar.,578,232
urn:ngsi-ld:PoI:867,PoI,Dulcinea,4,,Point,"-3.704582,40.420473",0€,Cafetería y pastelería famosa por sus dulces tradicionales y ambiente acogedor en el centro de Madrid.,66,21
urn:ngsi-ld:PoI:868,PoI,Plaza del Dos de Mayo,4,,Point,"-3.703579,40.428486",0€,"La Plaza del Dos de Mayo es una plaza histórica en el barrio de Malasaña, conocida por su animado ambiente y sus numerosos bares y restaurantes.",578,126
urn:ngsi-ld:PoI:869,PoI,Bar La Taberna,4,,Point,"-3.710905,40.418267",0€,Bar en Chamberí famoso por su oferta de tapas caseras y platos tradicionales.,578,93
urn:ngsi-ld:PoI:870,PoI,Atocha,1,,Point,"-3.691940,40.407223",varios precios,"La principal estación de tren de Madrid, con conexiones de alta velocidad a diversas ciudades españolas y servicios internacionales.",1723,1562
urn:ngsi-ld:PoI:871,PoI,San Fermin,4,,Point,"-3.715216,40.408894",0€,Barrio en Madrid conocido por su ambiente local y festividades populares.,444,110
urn:ngsi-ld:PoI:872,PoI,Jardín del Hotel Ritz,2,,Point,"-3.694406,40.420302",0€,"Jardín del icónico Hotel Ritz, conocido por su elegancia y sus cuidados espacios verdes, ideal para una caminata tranquila y elegante.",1300,950
urn:ngsi-ld:PoI:873,PoI,Autovía del Suroeste,5,,Point,"-3.857264,40.368780",0€,Importante vía de comunicación que conecta estos municipios con el centro de Madrid y otras áreas metropolitanas.,1968,1604
urn:ngsi-ld:PoI:874,PoI,Casa de los Gatos,5,,Point,"-3.705743,40.420354",0€,"Edificio histórico en el centro de Madrid, conocido por su arquitectura única y su papel en la historia local.",444,6
urn:ngsi-ld:PoI:875,PoI,Bar La Dama de Elche,4,,Point,"-3.707978,40.414124",0€,Bar en el barrio de Chueca conocido por su oferta variada de tapas y cócteles en un ambiente elegante.,578,541
urn:ngsi-ld:PoI:876,PoI,Restaurante El Pimiento Verde,3,,Point,"-3.702564,40.418417",0€,"Restaurante especializado en cocina española y mediterránea, ubicado en el barrio de Chamartín.",578,89
urn:ngsi-ld:PoI:877,PoI,Iglesia de San Sebastián,4,,Point,"-3.707469,40.417581",0€,"Iglesia histórica ubicada en el barrio de Las Letras, conocida por su arquitectura y su rol en la historia religiosa de Madrid.",578,331
urn:ngsi-ld:PoI:878,PoI,Consulado de Uruguay,2,,Point,"-3.708097,40.415781",0€,Consulado que ofrece servicios consulares a ciudadanos uruguayos en Madrid y gestiona trámites administrativos.,353,242
urn:ngsi-ld:PoI:879,PoI,Jardín de la Plaza de Colón,3,,Point,"-3.692755,40.425457",0€,"Área verde en la Plaza de Colón, con esculturas y espacios ajardinados, ideal para disfrutar de un entorno relajante en el centro de Madrid.",1568,1069
urn:ngsi-ld:PoI:880,PoI,Hospital Universitario Ramón y Cajal,2,,Point,"-3.735942,40.488689",0€,"Importante centro médico con una amplia gama de especialidades, investigación y formación en el campo de la medicina.",1474,778
urn:ngsi-ld:PoI:881,PoI,Mirador de la Plaza de la Villa,4,,Point,"-3.707932,40.415393",0€,"Mirador en la Plaza de la Villa, con vistas al casco antiguo y la arquitectura histórica de Madrid.",524,236
urn:ngsi-ld:PoI:882,PoI,Teatro Príncipe Gran Vía,2,,Point,"-3.703270,40.419860",0€,"Teatro en la Gran Vía de Madrid, famoso por su oferta de musicales y grandes producciones.",548,351
urn:ngsi-ld:PoI:883,PoI,Hotel NH Madrid Ribera del Manzanares,3,,Point,"-3.709557,40.409489",0€,"Hotel situado junto al río Manzanares, con vistas panorámicas y una ubicación conveniente cerca del centro de la ciudad.",1106,987
urn:ngsi-ld:PoI:884,PoI,Joyería Marqués,4,,Point,"-3.694844,40.420552",0€,"Joyería especializada en diseños exclusivos y personalizados, ubicada en el barrio de Chamberí, conocida por su atención al detalle.",77,40
urn:ngsi-ld:PoI:885,PoI,Instituto de Matemáticas,3,,Point,"-3.712334,40.422675",0€,"Centro de investigación enfocado en el estudio de las matemáticas puras y aplicadas, con proyectos de investigación y formación avanzada.",1299,608
urn:ngsi-ld:PoI:886,PoI,Parque de El Capricho,3,,Point,"-3.607167,40.463455",0€,"El Parque de El Capricho es un jardín histórico situado en el barrio de Alameda de Osuna. Es uno de los parques más bellos de Madrid, con una gran variedad de árboles, flores y estructuras arquitectónicas.",578,244
urn:ngsi-ld:PoI:887,PoI,Churrería La Inmaculada,3,,Point,"-3.711307,40.415849",0€,"Churrería tradicional en La Latina, conocida por sus churros recién hechos y chocolate a la taza.",36,22
urn:ngsi-ld:PoI:888,PoI,Jardín de los Derechos Humanos,3,,Point,"-3.699987,40.426472",0€,"Espacio verde dedicado a los derechos humanos, con áreas para el esparcimiento y monumentos conmemorativos en un entorno natural.",1374,1113
urn:ngsi-ld:PoI:889,PoI,Barrio de Chueca,2,,Point,"-3.702633,40.423227",0€,"Barrio conocido por su ambiente inclusivo y vibrante vida nocturna, con numerosos bares, restaurantes y tiendas.",656,577
urn:ngsi-ld:PoI:890,PoI,Cine Yelmo Cines Ideal,3,,Point,"-3.701053,40.419756",0€,"Complejo de cines con varias salas que ofrece una amplia selección de películas, ubicado cerca de la Plaza de España.",1775,635
urn:ngsi-ld:PoI:891,PoI,Tasca de Tío Pepe,4,,Point,"-3.708982,40.414526",0€,Tasca tradicional en el centro de Madrid con una excelente oferta de tapas y raciones.,458,51
urn:ngsi-ld:PoI:892,PoI,Farmacia Fernández,3,,Point,"-3.703379,40.419928",0€,"Farmacia ubicada en el barrio de Salamanca, conocida por su amplio catálogo de productos y servicios de atención farmacéutica.",70,46
urn:ngsi-ld:PoI:893,PoI,Kiosco en la Plaza Mayor,4,,Point,"-3.707381,40.415168",0€,"Kiosco situado en la Plaza Mayor, ideal para comprar refrescos, bocadillos y prensa mientras se disfruta del entorno histórico.",66,64
urn:ngsi-ld:PoI:894,PoI,Restaurante Marisquería Rías Baixas,4,,Point,"-3.711114,40.418572",0€,"Restaurante especializado en mariscos en el barrio de Chamartín, famoso por su frescura y variedad.",578,80
urn:ngsi-ld:PoI:895,PoI,Instituto de Estudios Avanzados,4,,Point,"-3.709231,40.423468",0€,"Centro de investigación dedicado a estudios avanzados en diversas disciplinas, con proyectos de investigación y formación académica.",1299,1094
urn:ngsi-ld:PoI:896,PoI,Restaurante La Peña,4,,Point,"-3.704491,40.417319",0€,"Restaurante en el barrio de Chamberí, famoso por su comida casera y servicio amigable.",578,63
urn:ngsi-ld:PoI:897,PoI,Karma,4,,Point,"-3.699815,40.419374",0€,"Restaurante vegano en el centro de Madrid, especializado en cocina basada en plantas y platos saludables.",702,27
urn:ngsi-ld:PoI:898,PoI,Museo Nacional de Antropología,4,,Point,"-3.691014,40.407322",3€,El Museo Nacional de Antropología presenta una colección de objetos que ilustran la diversidad cultural de diferentes pueblos y sociedades de todo el mundo.,1171,407
urn:ngsi-ld:PoI:899,PoI,Fábrica de Vinos Pago de los Capellanes,4,,Point,"-3.707455,40.420172",0€,"Fábrica de vinos situada en las afueras de Madrid, ofreciendo visitas y catas de sus vinos de alta gama.",1924,633
urn:ngsi-ld:PoI:900,PoI,Restaurante El Coto,3,,Point,"-3.707003,40.418766",0€,"Restaurante en el barrio de Lavapiés, conocido por sus tapas variadas y ambiente vibrante.",578,337
urn:ngsi-ld:PoI:901,PoI,Restaurante Casa Lucio,2,,Point,"-3.710733,40.412756",0€,"Restaurante famoso por sus huevos rotos y platos tradicionales españoles, ubicado en La Latina.",702,623
urn:ngsi-ld:PoI:902,PoI,Mirador del Parque de la Cuña Verde,4,,Point,"-3.734060,40.466217",0€,"Mirador en el Parque de la Cuña Verde, con vistas al paisaje natural y áreas residenciales.",524,513
urn:ngsi-ld:PoI:903,PoI,Bar El Ático,4,,Point,"-3.708019,40.416381",0€,"Bar en Chueca, famoso por sus cócteles creativos y su ambiente vibrante.",578,232
urn:ngsi-ld:PoI:904,PoI,Marques de Murrieta,4,,Point,"-3.711265,40.416047",0€,"Restaurante y bodega de renombre en Madrid, conocido por su extensa selección de vinos y gastronomía de alta calidad.",702,63
urn:ngsi-ld:PoI:905,PoI,Restaurante El Mirador,4,,Point,"-3.705696,40.417988",0€,"Restaurante con vistas panorámicas en el barrio de Malasaña, conocido por su cocina innovadora y ambiente relajado.",464,105
urn:ngsi-ld:PoI:906,PoI,Consulado de Francia,2,,Point,"-3.699650,40.415207",0€,"Consulado que ofrece asistencia y servicios a ciudadanos franceses en Madrid, incluyendo servicios de visa y pasaporte.",353,167
urn:ngsi-ld:PoI:907,PoI,Churrería El Rastro,4,,Point,"-3.705274,40.417393",0€,"Churrería en el barrio del Rastro, conocida por sus churros crujientes y chocolate caliente.",36,23
urn:ngsi-ld:PoI:908,PoI,Restaurante La Taverna,4,,Point,"-3.705141,40.418535",0€,"Restaurante en el barrio de Malasaña, conocido por sus tapas y platos tradicionales en un ambiente informal.",578,226
urn:ngsi-ld:PoI:909,PoI,Hotel NH Collection Madrid Eurobuilding,3,,Point,"-3.696788,40.454273",0€,"Hotel moderno con instalaciones de alta gama, ubicado en el distrito financiero y cerca de importantes atracciones.",1106,935
urn:ngsi-ld:PoI:910,PoI,Calle de Fuencarral,4,,Point,"-3.701544,40.426479",0€,Calle comercial que conecta diversos barrios y es conocida por sus tiendas de moda y opciones de restauración.,656,533
urn:ngsi-ld:PoI:911,PoI,Librería Verbum,3,,Point,"-3.706710,40.418482",0€,"Librería especializada en literatura religiosa y espiritual, ubicada en el barrio de Lavapiés.",578,569
urn:ngsi-ld:PoI:912,PoI,Casa del Lector,4,,Point,"-3.702558,40.410339",0€,"Espacio cultural dedicado a la lectura y la literatura, ubicado en el antiguo Matadero de Madrid.",754,87
urn:ngsi-ld:PoI:913,PoI,Librería La Pluma,3,,Point,"-3.702995,40.419964",0€,"Librería ubicada en el barrio de Salamanca, con una oferta diversa de libros y una sección de literatura clásica y contemporánea.",578,519
urn:ngsi-ld:PoI:914,PoI,Hotel Tryp Madrid Chamberí,3,,Point,"-3.704285,40.429215",0€,"Hotel cómodo y moderno en el barrio de Chamberí, ideal para estancias tanto de negocios como de ocio.",578,452
urn:ngsi-ld:PoI:915,PoI,Tasca La Plazuela,4,,Point,"-3.708952,40.418220",0€,"Tasca en el barrio de La Latina, con una oferta variada de tapas y un ambiente tradicional.",578,560
urn:ngsi-ld:PoI:916,PoI,Zoo Aquarium de Madrid,4,,Point,"-3.761133,40.404906",24€,"El Zoo Aquarium de Madrid es uno de los zoológicos más grandes de España, con una gran variedad de animales de todo el mundo y un impresionante acuario.",1468,1041
urn:ngsi-ld:PoI:917,PoI,Mirador del Parque de las Siete Tetas,3,,Point,"-3.697160,40.410855",0€,"Mirador en el Parque de las Siete Tetas, famoso por sus vistas panorámicas de Madrid y el río Manzanares.",524,10
urn:ngsi-ld:PoI:918,PoI,Mercado de San Miguel,2,mercado_san_miguel.jpeg,Point,"-3.708662,40.415363",5€,El Mercado de San Miguel es un mercado gastronómico situado en el corazón de Madrid. Es el lugar perfecto para degustar una variedad de tapas y platos españoles.,1035,17
urn:ngsi-ld:PoI:919,PoI,Gala,4,,Point,"-3.705684,40.419780",0€,Discoteca y club nocturno con un ambiente exclusivo y eventos especiales en el centro de Madrid.,732,675
urn:ngsi-ld:PoI:920,PoI,Bar La Luz,4,,Point,"-3.705403,40.416242",0€,"Bar en el centro de Madrid, conocido por sus tapas y ambiente animado.",578,182
urn:ngsi-ld:PoI:921,PoI,Luz del Tajo,4,,Point,"-3.717070,40.423121",0€,"Centro comercial en Madrid, ofreciendo una variedad de tiendas, restaurantes y opciones de entretenimiento.",656,309
urn:ngsi-ld:PoI:922,PoI,Museo Tiflológico,4,,Point,"-3.708569,40.435859",0€,"El Museo Tiflológico es un museo único gestionado por la ONCE, diseñado para ser accesible a personas con discapacidad visual, con una colección de arte táctil y maquetas accesibles.",1171,773
urn:ngsi-ld:PoI:923,PoI,Panadería Ouh Baby,4,,Point,"-3.710203,40.414587",0€,"Panadería moderna en el barrio de Malasaña, ofreciendo pan fresco y una variedad de productos de pastelería.",66,45
urn:ngsi-ld:PoI:924,PoI,Hotel Emperador,4,,Point,"-3.707697,40.420211",0€,"Hotel con una terraza en la azotea que ofrece vistas espectaculares de la ciudad, ubicado en la Gran Vía.",421,75
urn:ngsi-ld:PoI:925,PoI,Panadería El Arte,4,,Point,"-3.704689,40.416721",0€,Panadería destacada en el barrio de Chueca por su selección de panes artesanales y productos de repostería.,578,428
urn:ngsi-ld:PoI:926,PoI,Gran Vía Shopping,4,,Point,"-3.705493,40.419024",0€,"Centro comercial en la Gran Vía con una amplia variedad de tiendas, restaurantes y opciones de entretenimiento.",656,514
urn:ngsi-ld:PoI:927,PoI,Jardín del Hotel Gran Meliá Palacio de los Duques,2,,Point,"-3.709142,40.418569",0€,"Jardín del lujoso Hotel Gran Meliá, con un ambiente sofisticado y áreas ajardinadas ideales para disfrutar de la tranquilidad en el centro histórico.",1568,390
urn:ngsi-ld:PoI:928,PoI,Parque de Canillejas,4,,Point,"-3.60771,40.447759",0€,"El Parque de Canillejas es un espacio verde en el barrio de Canillejas, conocido por sus áreas de juego y su ambiente familiar.",578,177
urn:ngsi-ld:PoI:929,PoI,Jardín del Paseo del Prado,2,,Point,"-3.692803,40.414536",0€,"Jardín en el Paseo del Prado, cerca de importantes museos y con amplias áreas verdes, perfecto para disfrutar de la naturaleza y la cultura.",1300,807
urn:ngsi-ld:PoI:930,PoI,Instituto Nacional de Estadística,4,,Point,"-3.702342,40.413828",0€,Institución que proporciona datos estadísticos y análisis sobre diversos aspectos de la sociedad y economía en España.,1299,1213
urn:ngsi-ld:PoI:931,PoI,Distrito de Chamberí,4,,Point,"-3.704435,40.429556",0€,"Barrio residencial y comercial en Madrid, conocido por su arquitectura tradicional y vida local.",444,406
urn:ngsi-ld:PoI:932,PoI,Barrio de Móstoles,3,,Point,"-3.855410,40.323133",0€,Barrio en la periferia de Madrid conocido por su actividad comercial y residencias.,578,522
urn:ngsi-ld:PoI:933,PoI,Teatro Alfil,3,,Point,"-3.705850,40.423016",0€,"Teatro en el barrio de Malasaña, famoso por sus representaciones de comedia y teatro alternativo.",578,501
urn:ngsi-ld:PoI:934,PoI,Hotel Exe Moncloa,4,,Point,"-3.711309,40.435891",0€,"Hotel moderno cerca de la Plaza de Moncloa, con buenas conexiones de transporte y servicios de alta calidad.",1106,628
urn:ngsi-ld:PoI:935,PoI,Restaurante El Reloj,3,,Point,"-3.703883,40.418678",0€,"Restaurante en el barrio de Chueca, famoso por su cocina creativa y ambiente moderno.",578,537
urn:ngsi-ld:PoI:936,PoI,Instituto de Educación Secundaria (IES) María de Zayas,3,,Point,"-3.704624,40.415322",0€,"Instituto en el barrio de Lavapiés, con una oferta educativa diversificada y un enfoque en la formación integral.",578,320
urn:ngsi-ld:PoI:937,PoI,Monasterio de las Descalzas Reales,3,,Point,"-3.707041,40.418896",6€,El Monasterio de las Descalzas Reales es un convento de clausura fundado en el siglo XVI. Alberga una impresionante colección de arte religioso y es un lugar de gran interés histórico.,50,40
urn:ngsi-ld:PoI:938,PoI,Basilica de Nuestra Señora de Atocha,3,,Point,"-3.692559,40.407048",0€,"Templo histórico en la zona de Atocha, con una rica historia religiosa y arquitectónica.",1537,1238
urn:ngsi-ld:PoI:939,PoI,Calle de Velázquez,4,,Point,"-3.684504,40.41554",0€,"La Calle de Velázquez es una de las calles más elegantes de Madrid, conocida por sus tiendas de moda, galerías de arte y restaurantes de alta cocina. Es un lugar perfecto para disfrutar de la moda y la gastronomía.",656,615
urn:ngsi-ld:PoI:940,PoI,Estadio de Vallecas,4,,Point,"-3.658507,40.39189",5€,"El Estadio de Vallecas es el hogar del Rayo Vallecano, un club de fútbol de la primera división española. Es conocido por su ambiente único y apasionado.",1158,530
urn:ngsi-ld:PoI:941,PoI,Sagrada Familia,4,,Point,"-3.716553,40.413441",0€,"Edificio religioso y arquitectónicamente destacado en el centro de Madrid, conocido por su arquitectura peculiar.",1270,739
urn:ngsi-ld:PoI:942,PoI,Iglesia de San Antonio de los Alemanes,4,,Point,"-3.704162,40.422251",0€,"La Iglesia de San Antonio de los Alemanes es una joya barroca de Madrid, conocida por su impresionante interior decorado con frescos y su arquitectura única.",578,421
urn:ngsi-ld:PoI:943,PoI,Distrito de Carabanchel,4,,Point,"-3.728092,40.384912",0€,"Barrio residencial y vibrante en el suroeste de Madrid, conocido por su vida local y cultural",444,216
urn:ngsi-ld:PoI:944,PoI,Hospital Universitario de La Paz,1,,Point,"-3.701752,40.480139",0€,"Importante centro médico de Madrid, conocido por su investigación y tratamiento en diversas especialidades.",1474,546
urn:ngsi-ld:PoI:945,PoI,Bar El Despertar,4,,Point,"-3.708146,40.418062",0€,"Bar en el barrio de La Latina, conocido por su ambiente animado y su excelente oferta de tapas.",578,489
urn:ngsi-ld:PoI:946,PoI,Terminal T4 del Aeropuerto de Madrid-Barajas,4,,Point,"-3.567783,40.471937",0€,"Una de las terminales más modernas del aeropuerto, conocida por su arquitectura innovadora y servicios internacionales.",771,36
urn:ngsi-ld:PoI:947,PoI,Instituto de Historia,4,,Point,"-3.710529,40.421945",0€,"Centro dedicado a la investigación y enseñanza de la historia, con recursos educativos y proyectos de investigación histórica.",1299,567
urn:ngsi-ld:PoI:948,PoI,Distrito de Argüelles,4,,Point,"-3.721156,40.436162",0€,"Barrio residencial y comercial en Madrid, conocido por sus áreas verdes y su proximidad a la Universidad Complutense.",578,78
urn:ngsi-ld:PoI:949,PoI,Librería Arte y Letras,3,,Point,"-3.701443,40.420584",0€,"Librería en el barrio de Chamartín, con una oferta variada en arte, literatura y libros de diseño.",578,125
urn:ngsi-ld:PoI:950,PoI,Avenida de Vallehermoso,5,,Point,"-3.727558,40.448796",0€,"Vía principal en el distrito de Moncloa, conocida por su importancia en la conexión de diferentes áreas.",1968,1539
urn:ngsi-ld:PoI:951,PoI,Mirador del Real Jardín Botánico,4,,Point,"-3.702352,40.414839",0€,"Mirador en el Real Jardín Botánico, ofreciendo vistas a los jardines y una perspectiva única de la ciudad.",524,465
urn:ngsi-ld:PoI:952,PoI,Tasca El Retiro,4,,Point,"-3.712381,40.419092",0€,Tasca cerca del Parque de El Retiro con una oferta variada de tapas y platos tradicionales.,458,325
urn:ngsi-ld:PoI:953,PoI,Castillo de Villaviciosa de Odón,5,,Point,"-3.900140,40.359097",0€,Un castillo histórico con visitas guiadas.,100,2
urn:ngsi-ld:PoI:954,PoI,Mirador del Centro Cultural Conde Duque,4,,Point,"-3.710242,40.423319",0€,"Mirador en el Centro Cultural Conde Duque, con vistas a la ciudad y la vida cultural del barrio.",524,322
urn:ngsi-ld:PoI:955,PoI,Museo del Traje,4,,Point,"-3.731108,40.441624",3€,"El Museo del Traje ofrece una visión detallada de la historia de la moda y el vestido en España, con una amplia colección de trajes y accesorios desde el siglo XVI hasta la actualidad.",1171,182
urn:ngsi-ld:PoI:956,PoI,Centro Cultural Nicolás Salmerón,3,,Point,"-3.709051,40.431831",0€,"Centro cultural con una oferta variada de eventos, exposiciones y actividades en el distrito de Chamartín.",1563,461
urn:ngsi-ld:PoI:957,PoI,Museo de San Isidro,4,,Point,"-3.709739,40.410882",0€,"El Museo de San Isidro narra la historia de Madrid desde sus orígenes prehistóricos hasta la actualidad, con una colección que incluye artefactos arqueológicos, documentos históricos y más.",1171,621
urn:ngsi-ld:PoI:958,PoI,Sede de la Real Academia Española,2,,Point,"-3.703795,40.418042",0€,"Edificio histórico en el centro de Madrid, sede de la Real Academia Española, con relevancia cultural y literaria.",1270,1213
urn:ngsi-ld:PoI:959,PoI,Plaza de Oriente,3,,Point,"-3.711507,40.418557",0€,"La Plaza de Oriente es una hermosa plaza situada junto al Palacio Real, conocida por sus jardines y estatuas de reyes españoles.",1568,750
urn:ngsi-ld:PoI:960,PoI,Teleférico de Madrid,4,,Point,"-3.725879,40.421978",6€,"El Teleférico de Madrid ofrece un recorrido aéreo sobre la Casa de Campo, proporcionando unas vistas espectaculares de la ciudad y sus alrededores.",514,503
urn:ngsi-ld:PoI:961,PoI,Catedral de San Isidro,2,,Point,"-3.710477,40.411377",0€,"Catedral histórica situada en el barrio de La Latina, conocida por su papel como sede de la Iglesia Católica en Madrid y su rica historia.",578,189
urn:ngsi-ld:PoI:962,PoI,Restaurante La Pampa,4,,Point,"-3.708227,40.417074",0€,"Restaurante argentino en el barrio de Argüelles, conocido por sus carnes a la parrilla y ambiente relajado.",578,88
urn:ngsi-ld:PoI:963,PoI,Barrio de Argüelles,4,,Point,"-3.714102,40.440242",0€,"Barrio residencial con una mezcla de tiendas, restaurantes y acceso a espacios verdes como el Parque del Oeste.",656,604
urn:ngsi-ld:PoI:964,PoI,El Rastro,3,,Point,"-3.707285,40.408612",0€,"El Rastro es un famoso mercado al aire libre que se celebra todos los domingos y festivos en el barrio de La Latina. Es un lugar ideal para encontrar antigüedades, ropa de segunda mano y curiosidades.",578,373
urn:ngsi-ld:PoI:965,PoI,Avenida de la Ciudad de Barcelona,4,,Point,"-3.693576,40.412503",0€,Avenida destacada que conecta varios barrios de Madrid y ofrece acceso a diferentes servicios y comercios.,578,281
urn:ngsi-ld:PoI:966,PoI,Bar La Esquina,4,,Point,"-3.709473,40.419196",0€,Bar en Chamberí con una oferta variada de tapas y platos en un ambiente familiar.,578,57
urn:ngsi-ld:PoI:967,PoI,Restaurante El Piquillo,4,,Point,"-3.710465,40.419042",0€,"Restaurante en el barrio de Chamberí, conocido por su ambiente acogedor y su cocina tradicional.",578,22
urn:ngsi-ld:PoI:968,PoI,Jardines del Buen Retiro,3,,Point,"-3.68211,40.414425",0€,"Los Jardines del Buen Retiro son una extensa área verde en el centro de Madrid, que ofrece jardines, fuentes, estatuas y una gran variedad de actividades recreativas.",1568,699
urn:ngsi-ld:PoI:969,PoI,Kiosco en el Retiro,4,,Point,"-3.692018,40.413545",0€,"Kiosco ubicado cerca del Estanque Grande en el Parque del Retiro, ideal para refrescos, snacks y periódicos para los visitantes.",66,39
urn:ngsi-ld:PoI:970,PoI,Biblioteca Municipal Luis García Montero,4,,Point,"-3.682244,40.446161",0€,"Biblioteca en el distrito de Tetuán, conocida por sus recursos y actividades culturales para la comunidad.",1662,298
urn:ngsi-ld:PoI:971,PoI,Centro Deportivo Municipal Daoíz y Velarde,5,,Point,"-3.685531,40.422969",0€,"Instalación deportiva con una amplia gama de servicios, incluyendo gimnasio, piscina y canchas en el distrito de Retiro.",322,168
urn:ngsi-ld:PoI:972,PoI,Azotea del Hotel Room Mate Oscar,4,,Point,"-3.704785,40.422892",0€,"Azotea en el Hotel Room Mate Oscar, con vistas panorámicas del barrio de Chueca y un ambiente animado y elegante.",578,571
urn:ngsi-ld:PoI:973,PoI,Colegio La Inmaculada,3,,Point,"-3.712341,40.418237",0€,"Colegio en el barrio de Chamberí, con una oferta educativa sólida y un enfoque en la formación integral.",578,153
urn:ngsi-ld:PoI:974,PoI,Restaurante El Rastro,4,,Point,"-3.710830,40.412591",0€,"Restaurante en el barrio de La Latina, conocido por sus tapas tradicionales y ambiente cálido.",578,161
urn:ngsi-ld:PoI:975,PoI,Casa de Velázquez,4,,Point,"-3.675,40.445",0€,"La Casa de Velázquez es una institución cultural francesa en Madrid, que ofrece residencias artísticas y exposiciones de artistas contemporáneos. Su arquitectura moderna y su ubicación en la colina de Vallecas ofrecen vistas panorámicas de la ciudad.",514,352
urn:ngsi-ld:PoI:976,PoI,Discoteca Joy Eslava,4,,Point,"-3.705450,40.420418",0€,"Popular discoteca en el centro de Madrid, famosa por su ambiente vibrante y eventos musicales.",732,702
urn:ngsi-ld:PoI:977,PoI,Churrería El Monasterio,4,,Point,"-3.708196,40.419266",0€,"Churrería en La Latina, conocida por su oferta de churros frescos y chocolate espeso.",36,12
urn:ngsi-ld:PoI:978,PoI,Consulado de Chile,2,,Point,"-3.701526,40.417314",0€,Consulado que ofrece asistencia a ciudadanos chilenos en Madrid y gestiona trámites consulares y administrativos.,353,211
urn:ngsi-ld:PoI:979,PoI,Restaurante El Tapeo,4,,Point,"-3.708936,40.418633",0€,"Restaurante en el barrio de Salamanca, conocido por sus tapas innovadoras y ambiente elegante.",578,317
urn:ngsi-ld:PoI:980,PoI,Universidad Autónoma de Madrid (UAM),1,,Point,"-3.723291,40.516690",0€,Universidad pública destacada por su alta calidad académica y sus programas de investigación.,1760,912
urn:ngsi-ld:PoI:981,PoI,Cine Artistic Metropol,3,,Point,"-3.705893,40.414469",0€,"Cine alternativo en el barrio de Lavapiés, conocido por su programación de películas independientes y clásicas.",578,347
urn:ngsi-ld:PoI:982,PoI,Universidad Europea de Madrid,2,,Point,"-3.759202,40.490868",0€,Universidad privada con un enfoque en formación internacional y programas innovadores.,1760,710
urn:ngsi-ld:PoI:983,PoI,Panadería Mallorca,4,,Point,"-3.703828,40.416671",0€,Famosa panadería en Madrid conocida por sus productos de pastelería y pan artesanal.,66,54
urn:ngsi-ld:PoI:984,PoI,Quinto,4,,Point,"-3.702258,40.416716",0€,Restaurante y bar con una variada oferta gastronómica y un ambiente moderno en el barrio de Malasaña.,578,238
urn:ngsi-ld:PoI:985,PoI,Fábrica de Muebles Madrid,4,,Point,"-3.707890,40.421789",0€,"Fábrica de muebles y decoración con una amplia gama de productos, ubicada en el barrio de Usera, con visitas a la producción.",578,7
urn:ngsi-ld:PoI:986,PoI,Hotel Only You,2,,Point,"-3.702590,40.422059",0€,"Hotel boutique en el barrio de Chueca, conocido por su estilo moderno y su ambiente vibrante.",578,238
urn:ngsi-ld:PoI:987,PoI,Churrería La Española,4,,Point,"-3.708623,40.419058",0€,"Churrería en el barrio de Malasaña, conocida por sus churros frescos y chocolate a la taza.",36,34
urn:ngsi-ld:PoI:988,PoI,Glorieta de Vallehermoso,4,,Point,"-3.721067,40.428049",0€,"Plaza en el barrio de Vallehermoso, conocida por su ambiente local y sus instalaciones recreativas y deportivas.",444,62
urn:ngsi-ld:PoI:989,PoI,Jardines de la Rosaleda,3,,Point,"-3.719742,40.41966",0€,"Los Jardines de la Rosaleda, también conocidos como la Rosaleda del Parque del Oeste, son un hermoso jardín de rosas en Madrid, ideal para pasear y disfrutar de la gran variedad de flores.",1568,743
urn:ngsi-ld:PoI:990,PoI,Plaza de la Villa,4,,Point,"-3.712297,40.415558",0€,"La Plaza de la Villa es una de las plazas más antiguas de Madrid, rodeada de edificios históricos como la Casa de la Villa, la Casa de Cisneros y la Torre de los Lujanes.",514,429
urn:ngsi-ld:PoI:991,PoI,Hotel Meliá Castilla,2,,Point,"-3.704710,40.469317",0€,"Hotel de lujo en el distrito financiero, conocido por sus amplias instalaciones y servicios de primera clase.",1106,1036
urn:ngsi-ld:PoI:992,PoI,Avenida del Parque,4,,Point,"-3.690689,40.427366",0€,Vía que cruza varios barrios ofreciendo acceso a parques y áreas residenciales.,578,48
